Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4920913,GHED_OOPSCHE_SHA2011,COUNTRY,VNM,WPR,Western Pacific,YEAR,2004,,,,,,,,,34.68,34.67517,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4921201,GHED_OOPSCHE_SHA2011,COUNTRY,BOL,AMR,Americas,YEAR,2002,,,,,,,,,33.92,33.92094,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
4921766,GHED_OOPSCHE_SHA2011,COUNTRY,PLW,WPR,Western Pacific,YEAR,2010,,,,,,,,,17.7,17.69979,,,,2024-12-10T14:55:59Z,2010,2010-01-01,2010-12-31
4922866,GHED_OOPSCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2002,,,,,,,,,38.53,38.53169,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
4926492,GHED_OOPSCHE_SHA2011,COUNTRY,NOR,EUR,Europe,YEAR,2007,,,,,,,,,16.07,16.07217,,,,2024-12-10T14:55:59Z,2007,2007-01-01,2007-12-31
4930752,GHED_OOPSCHE_SHA2011,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2011,,,,,,,,,65.35,65.34801,,,,2024-12-10T14:55:59Z,2011,2011-01-01,2011-12-31
4931738,GHED_OOPSCHE_SHA2011,COUNTRY,ATG,AMR,Americas,YEAR,2007,,,,,,,,,32.53,32.52657,,,,2024-12-10T14:55:59Z,2007,2007-01-01,2007-12-31
4932601,GHED_OOPSCHE_SHA2011,COUNTRY,NOR,EUR,Europe,YEAR,2020,,,,,,,,,13.79,13.78763,,,,2024-12-10T14:55:59Z,2020,2020-01-01,2020-12-31
4933867,GHED_OOPSCHE_SHA2011,COUNTRY,BDI,AFR,Africa,YEAR,2001,,,,,,,,,45.43,45.43356,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
4938301,GHED_OOPSCHE_SHA2011,COUNTRY,GAB,AFR,Africa,YEAR,2002,,,,,,,,,54.17,54.17115,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
4940033,GHED_OOPSCHE_SHA2011,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2018,,,,,,,,,56.24,56.24116,,,,2024-12-10T14:55:59Z,2018,2018-01-01,2018-12-31
4941453,GHED_OOPSCHE_SHA2011,COUNTRY,COG,AFR,Africa,YEAR,2017,,,,,,,,,45.59,45.59012,,,,2024-12-10T14:55:59Z,2017,2017-01-01,2017-12-31
4941965,GHED_OOPSCHE_SHA2011,COUNTRY,ALB,EUR,Europe,YEAR,2005,,,,,,,,,49.31,49.31101,,,,2024-12-10T14:55:59Z,2005,2005-01-01,2005-12-31
